n,m,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,residual,initial_residual_energy,s_hat_babai,babai_secret_success,delta_exact,exact_best_energy,w_exact,s_hat_exact,exact_secret_success,delta_classical,classical_best_energy,classical_num_steps,w_classical,s_hat_classical,classical_secret_success,delta_qite_primary,qite_primary_best_energy,w_qite_primary,s_hat_qite_primary,qite_primary_secret_success,delta_qite_candidate_best,qite_candidate_best_energy,qite_candidate_best_count,qite_candidate_best_prob,qite_candidate_best_lwe_prior_score,qite_candidate_best_secret_ternary_violation,qite_candidate_best_noise_ternary_violation,qite_candidate_best_secret_weight,qite_candidate_best_noise_weight,w_qite_candidate_best,s_hat_qite_candidate_best,qite_candidate_best_secret_success,qite_candidate_num_unique,qite_candidate_topk_used,qite_candidate_any_secret_success,qite_candidate_any_geometry_improved,qite_candidate_any_matches_exact_state,qite_candidate_any_matches_exact_energy,min_dist2_true_among_candidates,exact_improvable_energy,exact_improvable_state,babai_fail_but_oracle_fix,babai_fail_but_classical_fix,babai_fail_but_qite_primary_fix,babai_fail_but_qite_candidate_best_fix,babai_fail_but_qite_candidate_any_fix,classical_matches_exact_state,classical_matches_exact_energy,qite_primary_matches_exact_state,qite_primary_matches_exact_energy,qite_candidate_best_matches_exact_state,qite_candidate_best_matches_exact_energy,classical_geometry_improved,qite_primary_geometry_improved,qite_candidate_best_geometry_improved,w_true,dist2_true_babai,dist2_true_exact,dist2_true_classical,dist2_true_qite_primary,dist2_true_qite_candidate_best,elapsed_total_sec,elapsed_classical_sec,elapsed_qite_sec,elapsed_candidate_sec,qite_num_qubits,qite_num_params,decoded_top_states,qite_history_len
3,4,17,93,"[1, 0, 1]","[1, 0, 1]","[-1, 1, 1, 0]","[8, -1, 2, -5]","[0, 1, 1, -1]",3.0,"[9, 1, 12]",False,"[-1, 0, 0, 0]",3.0,"[9, -1, 2, -6]","[1, 0, 1]",True,"[0, 0, 0, 0]",3.0,0,"[8, -1, 2, -5]","[9, 1, 12]",False,"[0, 0, 0, 0]",3.0,"[8, -1, 2, -5]","[9, 1, 12]",False,"[-1, 0, 0, 0]",3.0,31,0.06212424849699399,22.803426409720025,0,0,2,3,"[9, -1, 2, -6]","[1, 0, 1]",True,18,18,True,True,True,True,0,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,"[9, -1, 2, -6]",2,0,2,2,0,0.02909870899748057,2.0500010577961802e-05,0.026518625003518537,0.0015116670110728592,8,8,"[('(0, 0, 0, 0)', 336), ('(0, 0, 1, 0)', 73), ('(-1, 0, 0, 0)', 31), ('(0, -1, 0, 0)', 12), ('(0, 0, 0, -1)', 7), ('(-1, 0, 1, 0)', 7), ('(0, 1, 0, 0)', 7), ('(1, 0, 0, 0)', 6), ('(0, 0, -1, 0)', 4), ('(0, 0, 0, 1)', 4)]",5
3,4,17,96,"[-1, 1, 1]","[16, 1, 1]","[0, 0, 0, 0]","[-6, 0, 8, 5]","[0, 0, 0, 0]",0.0,"[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,"[-6, 0, 8, 5]","[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,0,"[-6, 0, 8, 5]","[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,"[-6, 0, 8, 5]","[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,428,0.856,29.393854308107198,0,0,3,0,"[-6, 0, 8, 5]","[16, 1, 1]",True,14,14,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-6, 0, 8, 5]",0,0,0,0,0,0.022261833015363663,1.9917002646252513e-05,0.02012129098875448,0.0011037919903174043,8,8,"[('(0, 0, 0, 0)', 428), ('(0, 0, 1, 0)', 14), ('(0, 1, 0, 0)', 10), ('(0, 0, 0, -1)', 9), ('(-1, 0, 0, 0)', 8), ('(0, 0, -1, 0)', 7), ('(0, 0, 0, 1)', 6), ('(0, -1, 0, 0)', 6), ('(1, 0, 0, 0)', 6), ('(-1, 0, 0, -1)', 2)]",5
3,4,17,92,"[-1, -1, 0]","[16, 16, 0]","[-1, 0, 0, 0]","[0, 8, 6, 6]","[-1, 0, 0, 0]",1.0,"[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,"[0, 8, 6, 6]","[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,0,"[0, 8, 6, 6]","[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,"[0, 8, 6, 6]","[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,246,0.4939759036144578,0.4990611663372023,0,0,2,1,"[0, 8, 6, 6]","[16, 16, 0]",True,19,19,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[0, 8, 6, 6]",0,0,0,0,0,0.04083291598362848,4.629199975170195e-05,0.03804066698648967,0.001508207991719246,8,8,"[('(0, 0, 0, 0)', 246), ('(0, 0, 1, 0)', 81), ('(0, -1, 0, 0)', 52), ('(-1, 0, 0, 0)', 47), ('(0, -1, 1, 0)', 19), ('(-1, 0, 1, 0)', 19), ('(-1, -1, 0, 0)', 6), ('(0, 0, 0, 1)', 6), ('(0, 0, -1, 0)', 4), ('(1, 0, 0, 0)', 4)]",5
3,4,17,95,"[-1, 1, 1]","[16, 1, 1]","[0, 0, 0, 0]","[2, -4, 5, 7]","[0, 0, 0, 0]",0.0,"[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,"[2, -4, 5, 7]","[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,0,"[2, -4, 5, 7]","[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,"[2, -4, 5, 7]","[16, 1, 1]",True,"[0, 0, 0, 0]",0.0,448,0.896,29.389297711225776,0,0,3,0,"[2, -4, 5, 7]","[16, 1, 1]",True,13,13,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[2, -4, 5, 7]",0,0,0,0,0,0.02968341700034216,2.0665989723056555e-05,0.027637916995445266,0.0011017090000677854,8,8,"[('(0, 0, 0, 0)', 448), ('(0, -1, 0, 0)', 11), ('(1, 0, 0, 0)', 7), ('(0, 0, 1, 0)', 6), ('(0, 1, 0, 0)', 6), ('(-1, 0, 0, 0)', 6), ('(0, 0, 0, -1)', 5), ('(0, 0, 0, 1)', 4), ('(0, 0, -1, 0)', 3), ('(0, 1, 0, 1)', 1)]",5
3,4,17,94,"[0, 1, 0]","[0, 1, 0]","[1, 0, 0, 0]","[4, 5, 0, -4]","[1, 0, 0, 0]",1.0,"[0, 1, 0]",True,"[0, 0, 0, 0]",1.0,"[4, 5, 0, -4]","[0, 1, 0]",True,"[0, 0, 0, 0]",1.0,0,"[4, 5, 0, -4]","[0, 1, 0]",True,"[0, 0, 0, 0]",1.0,"[4, 5, 0, -4]","[0, 1, 0]",True,"[0, 0, 0, 0]",1.0,224,0.45161290322580644,20.50838995977956,0,0,1,1,"[4, 5, 0, -4]","[0, 1, 0]",True,19,19,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[4, 5, 0, -4]",0,0,0,0,0,0.03590724998502992,4.0790997445583344e-05,0.03286066700820811,0.001569125015521422,8,8,"[('(0, 0, 0, 0)', 224), ('(0, 0, 1, 0)', 64), ('(1, 0, 0, 0)', 61), ('(0, -1, 0, 0)', 58), ('(1, -1, 0, 0)', 24), ('(1, 0, 1, 0)', 19), ('(0, -1, 1, 0)', 18), ('(0, 0, 0, 1)', 6), ('(0, 0, 0, -1)', 5), ('(1, -1, 1, 0)', 3)]",5
3,4,17,97,"[-1, -1, 0]","[16, 16, 0]","[0, 1, 0, 0]","[4, 1, -7, 5]","[0, 1, 0, 0]",1.0,"[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,"[4, 1, -7, 5]","[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,0,"[4, 1, -7, 5]","[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,"[4, 1, -7, 5]","[16, 16, 0]",True,"[0, 0, 0, 0]",1.0,329,0.6606425702811245,0.47009073455394745,0,0,2,1,"[4, 1, -7, 5]","[16, 16, 0]",True,16,16,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[4, 1, -7, 5]",0,0,0,0,0,0.028485458984505385,1.9041006453335285e-05,0.02621383301448077,0.0012634999875444919,8,8,"[('(0, 0, 0, 0)', 329), ('(0, 0, 0, 1)', 68), ('(0, 0, 1, 0)', 47), ('(0, 0, 1, 1)', 13), ('(0, -1, 0, 0)', 7), ('(0, 0, 0, -1)', 6), ('(0, 1, 0, 0)', 6), ('(-1, 0, 0, 0)', 6), ('(1, 0, 0, 0)', 4), ('(1, 0, 0, 1)', 3)]",5
3,4,17,99,"[0, 1, -1]","[0, 1, 16]","[0, 0, 0, 0]","[-4, -5, 0, -4]","[0, 0, 0, 0]",0.0,"[0, 1, 16]",True,"[0, 0, 0, 0]",0.0,"[-4, -5, 0, -4]","[0, 1, 16]",True,"[0, 0, 0, 0]",0.0,0,"[-4, -5, 0, -4]","[0, 1, 16]",True,"[0, 0, 0, 0]",0.0,"[-4, -5, 0, -4]","[0, 1, 16]",True,"[0, 0, 0, 0]",0.0,434,0.8697394789579158,9.392465396891131,0,0,2,0,"[-4, -5, 0, -4]","[0, 1, 16]",True,14,14,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-4, -5, 0, -4]",0,0,0,0,0,0.024482791981427,2.0208011846989393e-05,0.022076583991292864,0.0013268330076243728,8,8,"[('(0, 0, 0, 0)', 434), ('(0, 0, 1, 0)', 13), ('(0, 1, 0, 0)', 11), ('(1, 0, 0, 0)', 11), ('(0, -1, 0, 0)', 6), ('(-1, 0, 0, 0)', 6), ('(0, 0, -1, 0)', 5), ('(0, 0, 0, 1)', 4), ('(0, 0, 0, -1)', 4), ('(0, 1, 1, 0)', 1)]",5
3,4,17,98,"[0, -1, 0]","[0, 16, 0]","[0, 0, -1, 0]","[1, -8, -4, -5]","[0, 0, -1, 0]",1.0,"[0, 16, 0]",True,"[0, 0, 0, 0]",1.0,"[1, -8, -4, -5]","[0, 16, 0]",True,"[0, 0, 0, 0]",1.0,0,"[1, -8, -4, -5]","[0, 16, 0]",True,"[0, 0, 0, 0]",1.0,"[1, -8, -4, -5]","[0, 16, 0]",True,"[0, 0, 0, 0]",1.0,315,0.6325301204819277,20.474425778641308,0,0,1,1,"[1, -8, -4, -5]","[0, 16, 0]",True,17,17,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[1, -8, -4, -5]",0,0,0,0,0,0.031975624995538965,4.120901576243341e-05,0.029122832987923175,0.0013955839967820793,8,8,"[('(0, 0, 0, 0)', 315), ('(0, 0, -1, 0)', 90), ('(0, 0, 0, -1)', 36), ('(0, 0, -1, -1)', 11), ('(0, -1, 0, 0)', 9), ('(-1, 0, 0, 0)', 8), ('(0, 0, 1, 0)', 6), ('(0, 1, 0, 0)', 6), ('(0, 0, 0, 1)', 5), ('(-1, 0, -1, 0)', 3)]",5
4,6,17,1,"[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0, 0, 0]","[8, 2, 5, -3, -8, -5]","[0, 0, 0, 0, 0, 0]",0.0,"[0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0]",0.0,"[8, 2, 5, -3, -8, -5]","[0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0]",0.0,0,"[8, 2, 5, -3, -8, -5]","[0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0]",0.0,"[8, 2, 5, -3, -8, -5]","[0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0]",0.0,423,0.846,39.3950266544768,0,0,1,0,"[8, 2, 5, -3, -8, -5]","[0, 1, 0, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[8, 2, 5, -3, -8, -5]",0,0,0,0,0,0.21089041701634414,2.795798354782164e-05,0.20445562500390224,0.0021701249934267253,12,12,"[('(0, 0, 0, 0, 0, 0)', 423), ('(0, 0, 0, 0, 0, -1)', 9), ('(0, 0, 0, 0, -1, 0)', 8), ('(0, 0, 0, 0, 1, 0)', 7), ('(0, 0, 1, 0, 0, 0)', 7), ('(0, 0, 0, -1, 0, 0)', 7), ('(-1, 0, 0, 0, 0, 0)', 7), ('(0, 0, 0, 0, 0, 1)', 5), ('(0, 0, 0, 1, 0, 0)', 5), ('(1, 0, 0, 0, 0, 0)', 5)]",5
4,6,17,2,"[1, 0, 0, -1]","[1, 0, 0, 16]","[0, 0, 1, 0, 0, 1]","[-8, 6, -7, -1, -2, 3]","[0, 0, 1, 0, 0, 1]",2.0,"[1, 0, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[-8, 6, -7, -1, -2, 3]","[1, 0, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,0,"[-8, 6, -7, -1, -2, 3]","[1, 0, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[-8, 6, -7, -1, -2, 3]","[1, 0, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,246,0.49898580121703856,1.5490611663372023,0,0,2,2,"[-8, 6, -7, -1, -2, 3]","[1, 0, 0, 16]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-8, 6, -7, -1, -2, 3]",0,0,0,0,0,0.2384542919753585,2.691699774004519e-05,0.23258499999064952,0.002123375015798956,12,12,"[('(0, 0, 0, 0, 0, 0)', 246), ('(0, 0, 0, 0, -1, 0)', 53), ('(0, 1, 0, 0, 0, 0)', 32), ('(0, 0, 0, 0, 0, -1)', 29), ('(1, 0, 0, 0, 0, 0)', 21), ('(0, 0, 0, -1, 0, 0)', 13), ('(0, 0, 0, 0, -1, -1)', 9), ('(0, 0, 0, 0, 1, 0)', 9), ('(1, 1, 0, 0, 0, 0)', 9), ('(0, 1, 0, 0, -1, 0)', 5)]",5
4,6,17,3,"[0, 0, 0, 1]","[0, 0, 0, 1]","[0, 0, 0, 0, -1, 1]","[4, -8, 7, 2, 1, -9]","[0, 0, 0, 0, -1, 1]",2.0,"[0, 0, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[4, -8, 7, 2, 1, -9]","[0, 0, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,0,"[4, -8, 7, 2, 1, -9]","[0, 0, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[4, -8, 7, 2, 1, -9]","[0, 0, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,187,0.3785425101214575,21.576355803717007,0,0,1,2,"[4, -8, 7, 2, 1, -9]","[0, 0, 0, 1]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[4, -8, 7, 2, 1, -9]",0,0,0,0,0,0.2402821250143461,2.7375004719942808e-05,0.23463875000015832,0.0021576249855570495,12,12,"[('(0, 0, 0, 0, 0, 0)', 187), ('(0, 0, 0, 1, 0, 0)', 71), ('(0, 0, 0, 0, 0, -1)', 38), ('(0, 0, -1, 0, 0, 0)', 38), ('(0, 0, 0, 0, 1, 0)', 37), ('(0, 0, -1, 1, 0, 0)', 15), ('(0, 0, 0, 1, 0, -1)', 12), ('(0, 0, 0, 0, 1, -1)', 8), ('(0, 0, 0, 1, 1, 0)', 7), ('(0, 0, 1, 0, 0, 0)', 7)]",5
4,6,17,0,"[1, -1, 0, -1]","[1, 16, 0, 16]","[0, 0, 0, 0, -1, -1]","[0, 5, 8, 3, 3, 8]","[0, 0, 0, 0, -1, -1]",2.0,"[1, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[0, 5, 8, 3, 3, 8]","[1, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,0,"[0, 5, 8, 3, 3, 8]","[1, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[0, 5, 8, 3, 3, 8]","[1, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0]",2.0,197,0.39558232931726905,21.57117329693055,0,0,3,2,"[0, 5, 8, 3, 3, 8]","[1, 16, 0, 16]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[0, 5, 8, 3, 3, 8]",0,0,0,0,0,0.2676872499869205,2.837498323060572e-05,0.2613541250175331,0.002133292000507936,12,12,"[('(0, 0, 0, 0, 0, 0)', 197), ('(0, 0, 0, -1, 0, 0)', 55), ('(0, 0, 0, 0, 1, 0)', 52), ('(0, -1, 0, 0, 0, 0)', 34), ('(0, 0, 0, 0, 0, -1)', 30), ('(0, 0, -1, 0, 0, 0)', 22), ('(0, 0, 0, -1, 1, 0)', 14), ('(0, 0, -1, -1, 0, 0)', 8), ('(0, -1, 0, 0, 0, -1)', 6), ('(0, 0, -1, 0, 1, 0)', 6)]",5
4,6,17,4,"[0, 1, 1, 0]","[0, 1, 1, 0]","[1, 1, 0, 0, 0, 1]","[-3, -1, -3, 4, 0, 1]","[0, 0, 0, 1, 0, -1]",2.0,"[5, 4, 15, 11]",False,"[0, 0, 0, 0, 0, 0]",2.0,"[-3, -1, -3, 4, 0, 1]","[5, 4, 15, 11]",False,"[0, 0, 0, 0, 0, 0]",2.0,0,"[-3, -1, -3, 4, 0, 1]","[5, 4, 15, 11]",False,"[0, 0, 0, 0, 0, 0]",2.0,"[-3, -1, -3, 4, 0, 1]","[5, 4, 15, 11]",False,"[0, 0, -1, 0, 0, 0]",7.0,29,0.05894308943089431,2047.0098802618336,1,1,3,4,"[-3, 0, -5, 4, 1, 0]","[16, 16, 3, 0]",False,20,20,False,False,True,True,7,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,"[-4, -2, -3, 5, 0, -1]",7,7,7,7,12,0.2866642909939401,2.7542002499103546e-05,0.27781833297922276,0.002069667010800913,12,12,"[('(0, 0, 0, 0, 0, 0)', 191), ('(-1, 0, 0, 0, 0, 0)', 37), ('(0, 0, 0, 0, 1, 0)', 35), ('(0, 1, 0, 0, 0, 0)', 30), ('(0, 0, -1, 0, 0, 0)', 29), ('(0, 0, 0, -1, 0, 0)', 23), ('(0, 0, 0, 0, 0, -1)', 17), ('(-1, 0, 0, 0, 1, 0)', 13), ('(0, 0, -1, -1, 0, 0)', 10), ('(0, 0, 0, -1, 1, 0)', 10)]",5
4,6,17,5,"[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, -1, 0, 0]","[-8, 5, -7, 8, 1, -8]","[0, 0, 0, -1, 0, 0]",1.0,"[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,"[-8, 5, -7, 8, 1, -8]","[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,0,"[-8, 5, -7, 8, 1, -8]","[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,"[-8, 5, -7, 8, 1, -8]","[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,256,0.5161290322580645,30.49509239151048,0,0,3,1,"[-8, 5, -7, 8, 1, -8]","[0, 1, 1, 1]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-8, 5, -7, 8, 1, -8]",0,0,0,0,0,0.237094124982832,5.708300159312785e-05,0.22827462499844842,0.002064125001197681,12,12,"[('(0, 0, 0, 0, 0, 0)', 256), ('(0, 0, 0, 0, -1, 0)', 57), ('(-1, 0, 0, 0, 0, 0)', 32), ('(0, 0, 0, 0, 0, -1)', 28), ('(0, 0, 0, 1, 0, 0)', 28), ('(0, 0, 0, 0, -1, -1)', 10), ('(0, 0, -1, 0, 0, 0)', 8), ('(0, 0, 0, 1, -1, 0)', 7), ('(0, -1, 0, 0, 0, 0)', 6), ('(-1, 0, 0, 0, -1, 0)', 6)]",5
4,6,17,8,"[-1, -1, 1, 0]","[16, 16, 1, 0]","[0, 0, 0, 0, 1, 0]","[3, 3, -7, 7, -9, -6]","[0, 0, 0, 0, 1, 0]",1.0,"[16, 16, 1, 0]",True,"[0, 0, 0, 0, 0, 0]",1.0,"[3, 3, -7, 7, -9, -6]","[16, 16, 1, 0]",True,"[0, 0, 0, 0, 0, 0]",1.0,0,"[3, 3, -7, 7, -9, -6]","[16, 16, 1, 0]",True,"[0, 0, 0, 0, 0, 0]",1.0,"[3, 3, -7, 7, -9, -6]","[16, 16, 1, 0]",True,"[0, 0, 0, 0, 0, 0]",1.0,244,0.4909456740442656,30.49987417894553,0,0,3,1,"[3, 3, -7, 7, -9, -6]","[16, 16, 1, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[3, 3, -7, 7, -9, -6]",0,0,0,0,0,0.22224783399724402,2.562499139457941e-05,0.21634312500827946,0.0021168749954085797,12,12,"[('(0, 0, 0, 0, 0, 0)', 244), ('(0, 0, 0, 0, 0, -1)', 60), ('(0, 0, 0, 1, 0, 0)', 59), ('(0, 0, 0, 0, -1, 0)', 37), ('(0, 0, 0, 1, 0, -1)', 19), ('(0, 0, 0, 1, -1, 0)', 6), ('(0, 0, 0, 0, 1, 0)', 5), ('(0, 1, 0, 0, 0, 0)', 5), ('(0, -1, 0, 0, 0, 0)', 5), ('(1, 0, 0, 0, 0, 0)', 5)]",5
4,6,17,7,"[1, 1, 0, 1]","[1, 1, 0, 1]","[0, 0, 0, -1, -1, 0]","[7, 8, 2, -6, 5, 5]","[0, 0, 0, -1, -1, 0]",2.0,"[1, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[7, 8, 2, -6, 5, 5]","[1, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,0,"[7, 8, 2, -6, 5, 5]","[1, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[7, 8, 2, -6, 5, 5]","[1, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,179,0.36016096579476864,21.58070431491098,0,0,3,2,"[7, 8, 2, -6, 5, 5]","[1, 1, 0, 1]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[7, 8, 2, -6, 5, 5]",0,0,0,0,0,0.2444767499982845,2.6666995836421847e-05,0.23718654198455624,0.0034701670228969306,12,12,"[('(0, 0, 0, 0, 0, 0)', 179), ('(0, 1, 0, 0, 0, 0)', 56), ('(0, 0, 0, 0, -1, 0)', 41), ('(0, 0, 1, 0, 0, 0)', 39), ('(0, 0, 0, 0, 0, 1)', 38), ('(-1, 0, 0, 0, 0, 0)', 16), ('(0, 0, 0, 0, -1, 1)', 15), ('(0, 0, 1, 0, 0, 1)', 14), ('(0, 1, 0, 0, 0, 1)', 9), ('(0, 1, 1, 0, 0, 0)', 9)]",5
4,6,17,6,"[-1, 1, 1, 1]","[16, 1, 1, 1]","[-1, 0, 0, 0, 0, -1]","[-2, 7, 5, 4, -8, 2]","[-1, 0, 0, 0, 0, -1]",2.0,"[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[-2, 7, 5, 4, -8, 2]","[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,0,"[-2, 7, 5, 4, -8, 2]","[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,"[-2, 7, 5, 4, -8, 2]","[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",2.0,204,0.4180327868852459,41.56769900208616,0,0,4,2,"[-2, 7, 5, 4, -8, 2]","[16, 1, 1, 1]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-2, 7, 5, 4, -8, 2]",0,0,0,0,0,0.27674166701035574,2.754098386503756e-05,0.2710325839871075,0.002168666018405929,12,12,"[('(0, 0, 0, 0, 0, 0)', 204), ('(1, 0, 0, 0, 0, 0)', 38), ('(0, 0, 0, 0, 1, 0)', 37), ('(0, 0, -1, 0, 0, 0)', 36), ('(0, 0, 0, -1, 0, 0)', 30), ('(0, 0, 0, 0, 0, -1)', 20), ('(0, 0, -1, 0, 1, 0)', 14), ('(0, 0, -1, -1, 0, 0)', 9), ('(0, -1, 0, 0, 0, 0)', 8), ('(1, 0, 0, 0, 1, 0)', 7)]",5
4,6,17,9,"[-1, 1, 1, 1]","[16, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[-7, -1, -2, -8, 3, -5]","[0, 0, 0, 0, 0, 0]",0.0,"[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",0.0,"[-7, -1, -2, -8, 3, -5]","[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",0.0,0,"[-7, -1, -2, -8, 3, -5]","[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",0.0,"[-7, -1, -2, -8, 3, -5]","[16, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",0.0,410,0.8216432865731463,59.39814067855038,0,0,4,0,"[-7, -1, -2, -8, 3, -5]","[16, 1, 1, 1]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-7, -1, -2, -8, 3, -5]",0,0,0,0,0,0.22046466698520817,2.449998282827437e-05,0.2149239169957582,0.0020702079928014427,12,12,"[('(0, 0, 0, 0, 0, 0)', 410), ('(0, 0, 0, -1, 0, 0)', 13), ('(0, 0, 0, 0, 0, 1)', 10), ('(0, 0, 0, 0, 1, 0)', 9), ('(-1, 0, 0, 0, 0, 0)', 9), ('(0, 1, 0, 0, 0, 0)', 8), ('(0, 0, 0, 0, 0, -1)', 7), ('(0, 0, 1, 0, 0, 0)', 7), ('(0, 0, -1, 0, 0, 0)', 6), ('(0, -1, 0, 0, 0, 0)', 5)]",5
4,6,17,10,"[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 1, 0, 0]","[6, 7, -5, -3, -3, 3]","[0, 0, 0, 1, 0, 0]",1.0,"[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,"[6, 7, -5, -3, -3, 3]","[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,0,"[6, 7, -5, -3, -3, 3]","[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,"[6, 7, -5, -3, -3, 3]","[0, 1, 1, 1]",True,"[0, 0, 0, 0, 0, 0]",1.0,179,0.3623481781376518,30.53070431491098,0,0,3,1,"[6, 7, -5, -3, -3, 3]","[0, 1, 1, 1]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[6, 7, -5, -3, -3, 3]",0,0,0,0,0,0.26537487501627766,2.6541994884610176e-05,0.25961458301753737,0.002130208973539993,12,12,"[('(0, 0, 0, 0, 0, 0)', 179), ('(0, 1, 0, 0, 0, 0)', 48), ('(0, 0, 0, -1, 0, 0)', 45), ('(0, 0, 0, 0, -1, 0)', 33), ('(0, 0, 1, 0, 0, 0)', 29), ('(0, 0, 0, 0, 0, 1)', 28), ('(0, 1, 0, -1, 0, 0)', 20), ('(0, 1, 1, 0, 0, 0)', 8), ('(0, 1, 0, 0, -1, 0)', 7), ('(0, 0, 0, -1, -1, 0)', 7)]",5
